"analysis_protocol","method","seed","guide","estimate"
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt160",0.0862521906302225
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt162",0.0168321821335893
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt163",0.0756205532267097
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt166",0.0154286831485039
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt167",0.0745609709065388
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt173",0.00683331243468945
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt175",-0.0285365743806555
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt176",-0.0364959924457127
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt181",0.00714881093712243
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt183",-0.0150202144822776
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt185",0.133755056181078
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt186",0.0656551758324565
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt187",-0.0405938452279318
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt189",0.0224302209869421
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt190",-0.0442651501746156
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt191",0.016575875735037
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt192",-0.0422185108789276
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt194",0.0718966246071436
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt195",-0.0186142653753202
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt196",-0.0169513495077647
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt199",0.0989764188828899
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt202",-0.078375226789577
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt205",0.0292895161050744
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt208",0.0526922389514125
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt210",-0.0818005044498912
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt213",-0.00710693340396245
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt214",-0.00746931442696863
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt215",0.083464064780092
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt221",0.0302519719993523
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt223",-0.00668129174512296
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt225",-0.0544650325499821
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt227",0.0413677634635541
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt228",0.0237941307238557
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt229",-0.00532475746596692
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt230",0.0681207288391247
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt231",0.0129476254353529
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt232",-0.105151259254007
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt234",-0.0139717237086587
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt238",0.0673044820099132
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt241",-0.151352315799157
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt242",0.0980313669604118
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt245",0.0083563349628422
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt246",-0.000510069343150587
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt248",0.0679577129668529
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt250",0.132092021575646
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt253",0.0561443145468774
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt255",0.0159721900769316
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt258",-0.00707929557979198
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt259",0.0628656448059471
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt260",0.0304021493529821
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt264",0.0575083019088854
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt265",-0.096252074904992
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt266",0.0429888368448883
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt269",0.120282924453449
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt272",-0.0188200511116552
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt273",-0.0483343082580179
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt275",-0.0365760266353434
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt276",0.00444841696728205
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt277",-0.0153359661911159
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt278",-0.10822230580146
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt279",-0.00202718369445289
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt280",0.0530048241172323
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt281",0.104760730399462
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt286",-0.0174861661407124
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt287",-0.0267798858167387
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt289",0.0268065356637875
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt290",0.0949681312764076
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt292",-0.012216485581329
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt293",-0.0285941980129143
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt295",0.0814728707437318
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt297",0.0177951355017742
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt299",-0.0372246349523113
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250724,"ntgt300",0.142790781987479
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt2",0.0286387813590322
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt4",0.0304107033445554
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt10",-0.0600312664021624
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt11",0.0315369604657004
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt13",-0.049907507373459
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt14",0.0335113202789356
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt16",-0.0204883193150073
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt17",0.0184488066749013
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt18",-0.0396814696749838
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt19",0.0692274878453758
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt20",0.0168454086716641
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt21",-0.0418140094001071
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt24",-0.0592098198516195
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt29",0.00259821103817953
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt30",0.112373598549482
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt31",0.115505747772105
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt32",-0.0592360395126503
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt34",0.0754053224748785
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt36",-0.0479718659180789
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt37",0.0615881640455094
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt41",-0.121170146811339
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt44",-0.00616678345930243
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt50",0.0326172037897082
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt52",0.045041754615868
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt59",-0.000905349050418524
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt60",-0.0207586701910393
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt61",0.0307281249298553
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt65",0.10784988995114
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt66",-0.0925019792734846
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt69",0.00511056049989477
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt71",0.0178832947308904
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt72",0.145904754369534
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt74",0.0242629447310751
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt75",-0.0319549885654922
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt77",0.0695536834077611
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt80",-0.119826933553239
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt82",0.108614656276178
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt83",0.0670585142284577
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt87",0.0881331433684774
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt89",0.0764928646786268
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt90",0.0813264299192837
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt94",-0.0279131050409944
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt97",0.0727905097130643
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt104",0.0978743969591824
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt107",0.0757148548911035
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt110",0.041229642461425
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt111",-0.0484730854675923
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt113",-0.123119390926583
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt114",0.0972709503276012
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt115",0.0654602909925708
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt116",-0.0689802558934881
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt119",0.0327407488669388
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt120",-0.0413339521031586
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt121",0.12497597573847
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt122",-0.0657808004557092
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt125",-0.0126338305100627
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt127",-0.0999501855458754
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt128",-0.0681099178155573
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt131",0.0625472008989832
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt138",-0.0554233199312805
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt140",-0.0112808531952364
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt141",0.0650499047060315
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt143",-0.0300999556303163
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt144",0.142630211698537
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt145",-0.0439520448635915
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt146",-0.0274312299634969
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt147",0.048174649366576
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt148",0.0272900609840173
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt149",0.0483228493648488
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt150",0.00874391884903537
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt151",-0.021235987396868
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt152",0.0353485705579766
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt154",0.0322846922083138
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt155",-0.0276822411856124
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt156",0.0714424963286239
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt157",0.0325848861202163
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt158",-0.0208817712301722
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt160",0.0862521906302225
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt162",0.0168321821335893
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt163",0.0756205532267097
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt166",0.0154286831485039
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt167",0.0745609709065388
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt173",0.00683331243468945
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt175",-0.0285365743806555
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt176",-0.0364959924457127
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt181",0.00714881093712243
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt183",-0.0150202144822776
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt185",0.133755056181078
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt186",0.0656551758324565
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt187",-0.0405938452279318
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt189",0.0224302209869421
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt190",-0.0442651501746156
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt191",0.016575875735037
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt192",-0.0422185108789276
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt194",0.0718966246071436
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt195",-0.0186142653753202
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt196",-0.0169513495077647
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt199",0.0989764188828899
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt202",-0.078375226789577
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt205",0.0292895161050744
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt208",0.0526922389514125
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt210",-0.0818005044498912
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt213",-0.00710693340396245
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt214",-0.00746931442696863
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt215",0.083464064780092
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt221",0.0302519719993523
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt223",-0.00668129174512296
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt225",-0.0544650325499821
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt227",0.0413677634635541
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt228",0.0237941307238557
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt229",-0.00532475746596692
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt230",0.0681207288391247
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt231",0.0129476254353529
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt232",-0.105151259254007
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt234",-0.0139717237086587
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt238",0.0673044820099132
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt241",-0.151352315799157
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt242",0.0980313669604118
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt245",0.0083563349628422
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt246",-0.000510069343150587
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt248",0.0679577129668529
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt250",0.132092021575646
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt253",0.0561443145468774
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt255",0.0159721900769316
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt258",-0.00707929557979198
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt259",0.0628656448059471
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt260",0.0304021493529821
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt264",0.0575083019088854
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt265",-0.096252074904992
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt266",0.0429888368448883
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt269",0.120282924453449
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt272",-0.0188200511116552
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt273",-0.0483343082580179
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt275",-0.0365760266353434
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt276",0.00444841696728205
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt277",-0.0153359661911159
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt278",-0.10822230580146
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt279",-0.00202718369445289
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt280",0.0530048241172323
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt281",0.104760730399462
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt286",-0.0174861661407124
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt287",-0.0267798858167387
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt289",0.0268065356637875
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt290",0.0949681312764076
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt292",-0.012216485581329
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt293",-0.0285941980129143
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt295",0.0814728707437318
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt297",0.0177951355017742
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt299",-0.0372246349523113
"simcrispr-interaction-v1","BARCS-moderated [safe-harbor]",20250724,"ntgt300",0.142790781987479
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt2",0.01872
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt4",0.038957
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt10",-0.065147
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt11",0.031505
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt13",-0.046139
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt14",0.036889
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt16",-0.028708
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt17",0.012754
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt18",-0.05521
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt19",0.068192
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt20",0.028486
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt21",-0.043233
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt24",-0.062102
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt29",-0.0013722
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt30",0.11692
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt31",0.11008
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt32",-0.075332
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt34",0.074202
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt36",-0.054483
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt37",0.052102
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt41",-0.11859
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt44",-0.0072939
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt50",0.031068
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt52",0.048356
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt59",-0.00091722
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt60",-0.021572
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt61",0.033067
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt65",0.1049
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt66",-0.098388
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt69",0.0097067
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt71",0.0066174
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt72",0.13511
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt74",0.028293
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt75",-0.036421
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt77",0.065009
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt80",-0.12669
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt82",0.097519
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt83",0.044132
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt87",0.079748
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt89",0.073035
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt90",0.072221
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt94",-0.021528
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt97",0.056749
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt104",0.095335
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt107",0.074457
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt110",0.02984
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt111",-0.046284
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt113",-0.11487
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt114",0.098629
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt115",0.054789
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt116",-0.066378
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt119",0.030884
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt120",-0.039718
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt121",0.11764
"simcrispr-interaction-v1","MAGeCK-MLE [non-targeting]",20250724,"ntgt122",-0.068957
