guide,gene,control,HAP1_Day00_R1,HAP1_Day00_R2,HAP1_Day14_R1,HAP1_Day14_R2
gL_049923,TMEM14A,false,1060,1000,895,733
gL_049924,TMEM14A,false,967,1017,406,567
gL_049925,TMEM14A,false,1096,1061,744,1324
gL_049926,TMEM14A,false,1110,892,549,1205
gL_049931,MZF1,false,803,832,603,705
gL_049933,MZF1,false,1331,1401,1999,1870
gL_049934,MZF1,false,717,912,419,579
gL_049935,MZF1,false,1118,1284,1039,964
gL_049936,MZF1,false,1068,1292,1698,1586
gL_049937,BCL7C,false,1512,1377,2138,2452
gL_049938,BCL7C,false,1306,1476,2909,2453
gL_049939,BCL7C,false,1388,1805,4661,2971
gL_049940,BCL7C,false,973,1086,2107,1737
gL_049941,BCL7C,false,824,802,2476,2384
gL_049942,BCL7C,false,1120,901,1875,1839
gL_049949,MAPK1,false,400,577,159,472
gL_049950,MAPK1,false,749,759,809,765
gL_049951,MAPK1,false,1055,1021,591,889
gL_049952,MAPK1,false,635,717,178,150
gL_049953,MAPK1,false,827,783,745,680
gL_049954,CBY1,false,691,725,826,941
gL_049955,CBY1,false,878,663,853,916
gL_049956,CBY1,false,660,630,694,554
gL_049957,CBY1,false,947,681,895,1038
gL_049958,CBY1,false,1101,1244,1241,1131
gL_049959,CBY1,false,748,705,617,1088
gL_049961,TOMM22,false,552,520,14,98
gL_049962,TOMM22,false,489,717,727,411
gL_049963,TOMM22,false,547,754,58,40
gL_049964,TOMM22,false,608,660,87,91
gL_049970,XBP1,false,248,369,567,451
gL_049971,XBP1,false,1169,1716,3570,2199
gL_049972,XBP1,false,751,738,882,565
gL_049973,XBP1,false,1297,1159,1015,1422
gL_049974,XBP1,false,605,1267,58,37
gL_049975,XBP1,false,824,1020,851,668
gL_049976,RTCB,false,767,743,642,448
gL_049977,RTCB,false,495,749,1376,432
gL_049978,RTCB,false,1041,1755,1411,691
gL_049979,RTCB,false,535,703,469,397
gL_049980,RTCB,false,811,734,48,101
gL_049981,RTCB,false,681,790,40,155
gL_049982,MCM5,false,353,612,29,24
gL_049983,MCM5,false,230,903,33,6
gL_049984,MCM5,false,1036,929,378,301
gL_049985,MCM5,false,472,716,440,617
gL_049986,ARSA,false,850,1218,1066,871
gL_049987,ARSA,false,746,1069,1272,1073
gL_049988,ARSA,false,837,781,1522,1581
gL_049989,ARSA,false,703,428,408,890
gL_049990,ARSA,false,715,471,425,779
gL_049991,ARSA,false,836,690,436,754
gL_049992,RASD2,false,978,941,1015,1207
gL_049993,RASD2,false,700,1036,1625,1037
gL_049994,RASD2,false,827,779,842,916
gL_049995,RASD2,false,1046,915,1747,954
gL_049996,RASD2,false,1909,1544,1843,1914
gL_049997,RASD2,false,818,789,445,989
gL_049998,ACR,false,669,482,407,700
gL_049999,ACR,false,1408,2016,1279,1140
gL_050000,ACR,false,1354,1136,1565,1414
gL_050001,ACR,false,934,880,721,792
gL_050002,ACR,false,674,760,401,626
gL_050003,ACR,false,359,485,725,516
gL_050004,CABP7,false,508,833,1312,878
gL_050006,CABP7,false,1333,1433,1809,1859
gL_050007,CABP7,false,998,1012,1372,1485
gL_050008,CABP7,false,1944,1255,859,1352
gL_050009,CABP7,false,791,647,921,906
gL_050010,RPL3,false,947,1564,318,255
gL_050011,RPL3,false,495,557,2,32
gL_050012,RPL3,false,556,820,1,6
gL_050014,RPL3,false,380,1617,61,7
gL_050022,TXN2,false,894,876,916,1027
gL_050023,TXN2,false,959,1111,1193,1036
gL_050024,TXN2,false,475,636,424,359
gL_050025,TXN2,false,1555,1342,850,733
gL_050026,TXN2,false,747,1086,303,677
gL_050027,TXN2,false,1014,1451,1451,833
gL_050034,CHGA,false,1812,1271,1290,1685
gL_050035,CHGA,false,1234,1509,1348,1246
gL_050036,CHGA,false,1002,975,512,651
gL_050037,CHGA,false,725,841,403,660
gL_050038,CHGA,false,653,830,999,859
gL_050039,CHGA,false,1004,942,604,763
gL_050040,SLC10A1,false,1369,1188,1337,1216
gL_050041,SLC10A1,false,927,1099,1516,1346
gL_050042,SLC10A1,false,1516,1866,952,1248
gL_050043,SLC10A1,false,1279,1032,920,1108
gL_050044,SLC10A1,false,882,1133,914,884
gL_050045,SLC10A1,false,912,968,992,1406
gL_050046,EIF5,false,445,1075,34,19
gL_050047,EIF5,false,431,939,581,224
gL_050048,EIF5,false,663,568,612,422
gL_050049,EIF5,false,605,1205,9,46
gL_050050,EIF5,false,448,1467,17,16
gL_050051,EIF5,false,479,407,290,248
gL_050052,MTHFD1,false,1142,1610,47,94
gL_050053,MTHFD1,false,543,856,206,256
gL_050054,MTHFD1,false,1091,1071,205,258
gL_050055,MTHFD1,false,633,666,457,369
gL_050056,BDKRB1,false,1831,1613,1495,1789
gL_050057,BDKRB1,false,608,403,452,638
gL_050058,BDKRB1,false,556,629,785,716
gL_050059,BDKRB1,false,425,590,428,388
gL_050061,VRK1,false,334,228,174,273
gL_050062,VRK1,false,368,334,455,414
gL_050063,VRK1,false,903,663,384,440
gL_050064,VRK1,false,1023,843,611,924
gL_050065,SRP54,false,575,894,860,367
gL_050066,SRP54,false,924,1065,112,207
gL_050067,SRP54,false,657,955,63,100
gL_050068,SRP54,false,1001,1052,515,430
gL_050069,SRP54,false,337,167,39,357
gL_050070,SRP54,false,933,767,437,1284
gL_050071,PNN,false,510,665,64,75
gL_050072,PNN,false,156,304,4,60
gL_050074,PNN,false,319,413,403,466
gL_050075,PNN,false,978,796,1176,789
gL_050076,PNN,false,757,773,46,220
gL_050089,SLCO4A1,false,858,639,850,773
gL_050090,SLCO4A1,false,1664,2043,1743,1509
gL_050091,SLCO4A1,false,790,939,1385,839
gL_050092,SLCO4A1,false,1624,2327,2239,1288
gL_050093,SLCO4A1,false,1238,1175,1004,1749
gL_050094,SLCO4A1,false,964,1228,1117,909
gL_050095,EEF1A2,false,655,853,738,796
gL_050096,EEF1A2,false,773,529,484,595
gL_050097,EEF1A2,false,1045,1023,1234,1503
gL_050098,EEF1A2,false,1503,1268,1109,763
gL_050099,PTK6,false,1227,1471,1514,1287
gL_050100,PTK6,false,692,1002,847,680
gL_050101,PTK6,false,1013,959,1088,1257
gL_050102,PTK6,false,1503,1015,993,1280
gL_050105,SRMS,false,1463,760,803,1484
gL_050106,SRMS,false,901,768,521,649
gL_050107,SRMS,false,1278,1486,1332,1391
gL_050108,SRMS,false,974,846,950,1094
gL_050109,SRMS,false,1071,1102,693,971
gL_050110,SRMS,false,1610,1208,1193,1506
gL_050117,LBP,false,458,1073,990,547
gL_050118,LBP,false,379,414,279,328
gL_050119,LBP,false,823,801,1343,1347
gL_050120,LBP,false,645,637,761,798
gL_050121,LBP,false,1002,861,882,641
gL_050122,LBP,false,1253,1461,1524,1518
gL_050127,FMR1,false,1284,875,810,1269
gL_050128,FMR1,false,670,629,570,809
gL_050129,FMR1,false,689,748,687,527
gL_050130,FMR1,false,689,750,1436,1076
gL_050131,FMR1,false,844,750,930,869
gL_050132,FMR1,false,1244,1035,860,709
gL_050133,PCSK1N,false,1150,1367,1279,1291
gL_050134,PCSK1N,false,1223,1031,1494,1207
gL_050135,PCSK1N,false,1611,1121,1585,1540
gL_050136,PCSK1N,false,502,381,162,197
gL_050137,PCSK1N,false,469,507,650,1156
gL_050138,NDFIP2,false,634,466,705,614
gL_050139,NDFIP2,false,745,671,440,548
gL_050140,NDFIP2,false,461,503,463,379
gL_050141,NDFIP2,false,1364,1264,933,985
gL_050142,NDFIP2,false,855,1311,1353,674
gL_050143,SGCG,false,1020,837,897,754
gL_050144,SGCG,false,470,400,776,700
gL_050145,SGCG,false,511,458,479,542
gL_050146,SGCG,false,594,470,484,519
gL_050147,SGCG,false,694,646,509,783
gL_050148,SGCG,false,774,1254,1025,625
gL_050149,OLFM4,false,507,778,913,695
gL_050150,OLFM4,false,1289,1419,1430,1226
gL_050151,OLFM4,false,1043,975,988,1204
gL_050152,OLFM4,false,589,645,565,812
gL_050153,OLFM4,false,1194,920,757,1025
gL_050154,OLFM4,false,752,658,715,980
gL_050155,ZNF205,false,1339,1262,1310,1978
gL_050156,ZNF205,false,697,442,314,768
gL_050157,ZNF205,false,960,1597,1615,1191
gL_050158,ZNF205,false,1107,1377,1625,1403
gL_050159,ZNF205,false,757,768,569,639
gL_050160,CORO1A,false,1309,1365,1383,1951
gL_050161,CORO1A,false,1663,1353,1133,1818
gL_050162,CORO1A,false,1514,1158,683,1328
gL_050163,CORO1A,false,913,941,1038,793
gL_050164,CORO1A,false,1005,905,873,1094
gL_050165,CORO1A,false,1754,1614,2005,2070
gL_050166,CBLN1,false,454,678,401,556
gL_050167,CBLN1,false,805,676,402,466
gL_050169,CBLN1,false,579,991,1233,593
gL_050170,CBLN1,false,621,577,966,903
gL_050171,CBLN1,false,497,474,1191,1088
gL_050172,SMPD3,false,1106,1075,804,1335
gL_050173,SMPD3,false,707,755,1055,611
gL_050174,SMPD3,false,1002,645,561,663
gL_050175,SMPD3,false,1212,1044,979,1038
gL_050176,SMPD3,false,563,605,730,551
gL_050177,USP10,false,639,1409,378,193
gL_050178,USP10,false,584,712,460,410
gL_050179,USP10,false,375,767,389,185
gL_050180,USP10,false,231,335,349,195
gL_050181,USP10,false,1201,577,788,930
gL_050182,CAPN15,false,981,1175,785,1007
gL_050183,CAPN15,false,1178,1116,1514,1184
gL_050184,CAPN15,false,1719,1591,1922,1596
gL_050185,CAPN15,false,917,1088,1155,1185
gL_050186,CAPN15,false,1660,1339,1180,1217
gL_050187,CTSH,false,825,1027,1098,972
gL_050188,CTSH,false,779,647,740,665
gL_050189,CTSH,false,1342,1372,851,1034
gL_050190,CTSH,false,1599,958,688,1953
gL_050191,CTSH,false,1200,925,821,1096
gL_050192,EHD4,false,928,858,548,712
gL_050194,EHD4,false,2276,2081,1590,1677
gL_050195,EHD4,false,1001,1125,1527,932
gL_050196,EHD4,false,995,1267,773,663
gL_050197,EHD4,false,1348,2013,2516,1870
gL_050199,GABPB1,false,923,1160,53,80
gL_050200,GABPB1,false,1021,1320,149,240
gL_050201,GABPB1,false,397,558,948,579
gL_050202,GABPB1,false,770,912,973,976
gL_050203,RHOV,false,673,1108,979,929
gL_050204,RHOV,false,980,1442,1727,1267
gL_050205,RHOV,false,1243,1476,1291,1020
gL_050206,RHOV,false,882,708,693,997
gL_050207,RHOV,false,467,639,681,473
gL_050208,RHOV,false,1712,1980,1241,1391
gL_050209,VPS18,false,828,950,1355,723
gL_050210,VPS18,false,1543,1522,1061,1226
gL_050211,VPS18,false,1112,1791,1831,1013
gL_050212,VPS18,false,1481,1494,1428,1505
gL_050213,VPS18,false,1056,773,884,665
gL_050219,EXTL3,false,231,274,591,385
gL_050220,EXTL3,false,1001,1285,854,921
gL_050221,EXTL3,false,1068,832,1240,1160
gL_050222,EXTL3,false,813,1197,1006,447
gL_050223,EXTL3,false,346,201,184,625
gL_050224,EXTL3,false,1080,861,1141,1378
gL_050230,PAG1,false,1029,542,598,858
gL_050231,PAG1,false,429,670,1078,524
gL_050232,PAG1,false,1147,886,1167,906
gL_050233,PAG1,false,296,297,184,233
gL_050234,PAG1,false,843,876,1604,1163
gL_050235,PAG1,false,566,434,618,597
gL_050236,RIPK2,false,273,316,180,165
gL_050237,RIPK2,false,744,901,933,808
gL_050238,RIPK2,false,443,517,523,748
gL_050239,RIPK2,false,378,582,518,245
gL_050240,CPQ,false,975,1278,1329,1081
gL_050241,CPQ,false,730,736,626,1174
gL_050242,CPQ,false,1815,1856,2482,1852
gL_050243,CPQ,false,594,815,637,486
gL_050244,CPQ,false,1127,1060,1202,993
gL_050245,CPQ,false,1152,811,793,1230
gL_050246,PLAT,false,1025,1133,1352,841
gL_050247,PLAT,false,567,654,360,450
gL_050248,PLAT,false,928,1416,1037,970
gL_050249,PLAT,false,511,451,525,638
gL_050250,PLAT,false,790,938,807,832
gL_050251,PLAT,false,1886,1734,1460,1927
gL_050258,MTMR9,false,922,598,804,785
gL_050259,MTMR9,false,645,561,719,1096
gL_050260,MTMR9,false,1456,1002,867,1462
gL_050261,MTMR9,false,799,681,603,800
gL_050262,MTMR9,false,946,820,1336,1192
gL_050268,TNFRSF10A,false,1013,1277,764,546
gL_050269,TNFRSF10A,false,700,872,434,520
gL_050270,TNFRSF10A,false,818,640,979,1160
gL_050272,TNFRSF10A,false,918,947,594,803
gL_050273,TNFRSF10A,false,653,722,1021,561
gL_050274,DHDH,false,1506,1646,1737,1234
gL_050275,DHDH,false,1054,1248,1372,1208
gL_050276,DHDH,false,563,601,598,782
gL_050277,DHDH,false,590,692,743,670
gL_050278,DHDH,false,670,1076,1214,1103
gL_050279,DHDH,false,573,752,845,758
gL_050280,CKM,false,751,935,835,1250
gL_050282,CKM,false,1324,1388,1816,1914
gL_050283,CKM,false,1349,1224,1038,1275
gL_050284,CKM,false,1688,919,765,1389
gL_050285,CKM,false,1520,1120,1277,1156
gL_050292,PLIN3,false,1208,966,1040,1429
gL_050293,PLIN3,false,898,999,505,741
gL_050294,PLIN3,false,609,671,1120,741
gL_050295,PLIN3,false,1336,1532,1910,2112
gL_050296,PLIN3,false,500,405,454,479
gL_050297,PLIN3,false,655,1054,921,457
gL_050298,RASIP1,false,1389,1720,2326,1824
gL_050299,RASIP1,false,737,1057,1033,742
gL_050300,RASIP1,false,1325,1647,1645,1066
gL_050301,RASIP1,false,1367,1229,1014,855
gL_050302,RASIP1,false,667,684,866,697
gL_050309,TMEM147,false,1325,1204,500,929
gL_050310,TMEM147,false,516,884,1045,797
gL_050311,TMEM147,false,881,633,455,565
gL_050312,TMEM147,false,854,746,855,671
gL_050313,TMEM147,false,2355,2111,1956,1624
gL_050314,TMEM147,false,762,952,1433,1004
gL_050319,KXD1,false,1074,943,1229,753
gL_050320,KXD1,false,1196,1212,1335,855
gL_050321,KXD1,false,648,1138,757,582
gL_050322,KXD1,false,681,869,218,247
gL_050323,KXD1,false,485,709,347,352
gL_050324,KXD1,false,605,571,415,305
gL_050325,LAMB1,false,956,1053,452,481
gL_050326,LAMB1,false,1156,900,1108,810
gL_050327,LAMB1,false,1124,872,815,981
gL_050328,LAMB1,false,1154,1233,531,918
gL_050329,LAMB1,false,794,1126,737,479
gL_050330,BET1,false,834,1134,177,298
gL_050331,BET1,false,547,377,232,397
gL_050332,BET1,false,745,689,647,362
gL_050333,BET1,false,455,897,277,238
gL_050334,BET1,false,647,1117,82,185
gL_050335,BET1,false,452,357,353,336
gL_050336,ITGB8,false,836,669,827,859
gL_050337,ITGB8,false,898,985,928,1040
gL_050338,ITGB8,false,1290,1089,863,940
gL_050339,ITGB8,false,900,570,920,1037
gL_050340,ITGB8,false,630,838,674,522
gL_050341,ITGB8,false,1073,1047,1169,1021
gL_050342,CBLL1,false,345,591,300,197
gL_050343,CBLL1,false,681,495,388,396
gL_050344,CBLL1,false,607,657,442,287
gL_050345,CBLL1,false,664,704,40,116
gL_050346,CAV2,false,809,1187,1036,1052
gL_050347,CAV2,false,433,605,551,462
gL_050348,CAV2,false,1018,1198,1478,1065
gL_050349,CAV2,false,1135,693,463,1250
gL_050350,CAV2,false,1544,1617,1448,1236
gL_050351,CAV2,false,1273,1278,1234,1396
gL_050363,GLCCI1,false,903,773,848,486
gL_050364,GLCCI1,false,793,880,551,400
gL_050365,GLCCI1,false,880,839,501,429
gL_050366,GLCCI1,false,520,368,195,339
gL_050372,RARRES2,false,970,1311,744,1375
gL_050373,RARRES2,false,1547,954,997,2203
gL_050374,RARRES2,false,1109,1229,1659,1063
gL_050376,RARRES2,false,714,653,753,1036
gL_050377,RARRES2,false,1176,1343,1571,1243
gL_050384,AEBP1,false,1911,2110,2087,2409
gL_050385,AEBP1,false,746,550,712,617
gL_050386,AEBP1,false,999,1271,1881,1272
gL_050387,AEBP1,false,1382,1535,833,828
gL_050388,AEBP1,false,1102,1175,950,1349
gL_050389,AEBP1,false,1418,1677,1428,1139
gL_050390,ZNF510,false,807,918,845,585
gL_050391,ZNF510,false,862,580,453,703
gL_050392,ZNF510,false,739,570,988,903
gL_050393,ZNF510,false,444,497,565,539
gL_050395,FKTN,false,780,577,449,859
gL_050396,FKTN,false,915,1084,938,940
gL_050397,FKTN,false,776,800,625,991
gL_050398,FKTN,false,856,592,373,566
gL_050399,FKTN,false,838,741,394,525
gL_050400,FKTN,false,1734,1196,916,1514
gL_050401,TNFSF8,false,273,428,506,495
gL_050402,TNFSF8,false,139,252,355,226
gL_050403,TNFSF8,false,1044,951,798,738
gL_050404,TNFSF8,false,1146,1319,1506,1142
gL_050405,TNFSF8,false,1137,852,990,992
gL_050406,TNFSF8,false,933,1091,629,646
gL_050407,VIM,false,1037,1322,530,343
gL_050408,VIM,false,632,967,107,99
gL_050409,VIM,false,267,324,249,439
gL_050410,VIM,false,661,926,431,539
gL_050411,VIM,false,526,608,644,575
gL_050412,PITRM1,false,476,695,2,8
gL_050413,PITRM1,false,516,774,31,52
gL_050414,PITRM1,false,460,522,5,23
gL_050415,PITRM1,false,482,584,195,165
gL_050416,PITRM1,false,434,513,71,159
gL_050417,PITRM1,false,435,757,2,5
gL_050419,ST6GALNAC2,false,1151,780,1153,1046
gL_050421,ST6GALNAC2,false,670,888,493,444
gL_050422,ST6GALNAC2,false,955,975,938,1146
gL_050423,ST6GALNAC2,false,590,577,512,557
gL_050424,RPL19,false,1225,880,843,1049
gL_050425,RPL19,false,272,1522,10,3
gL_050426,RPL19,false,190,352,7,17
gL_050427,RPL19,false,356,884,7,10
gL_050428,RPL19,false,476,541,2,23
gL_050429,RPL19,false,527,723,2,28
gL_050430,RASD1,false,930,1115,1207,1051
gL_050431,RASD1,false,718,696,690,1101
gL_050432,RASD1,false,1478,1074,918,1187
gL_050434,RASD1,false,1095,1521,1599,1359
gL_050435,ASIC2,false,887,1068,784,902
gL_050436,ASIC2,false,325,484,461,575
gL_050438,ASIC2,false,1176,782,1328,1085
gL_050439,ASIC2,false,987,1093,1479,1501
gL_050440,ASIC2,false,195,82,168,212
gL_050441,PEX12,false,390,930,1109,590
gL_050442,PEX12,false,1395,1299,712,771
gL_050443,PEX12,false,573,559,578,532
gL_050444,PEX12,false,1030,947,992,1067
gL_050445,PEX12,false,595,655,913,839
gL_050455,COL1A1,false,674,568,580,827
gL_050456,COL1A1,false,1322,1561,762,866
gL_050457,COL1A1,false,849,1021,614,802
gL_050458,COL1A1,false,1202,1055,1106,988
gL_050459,COL1A1,false,932,843,788,1007
gL_050460,COL1A1,false,1422,1009,1406,876
gL_050467,AFM,false,748,996,1063,707
gL_050468,AFM,false,651,487,987,728
gL_050469,AFM,false,1586,1516,1330,936
gL_050470,AFM,false,390,418,497,788
gL_050471,AFM,false,668,659,413,421
gL_050478,GNRHR,false,573,778,474,370
gL_050479,GNRHR,false,789,548,437,853
gL_050480,GNRHR,false,762,1255,1410,907
gL_050481,GNRHR,false,653,816,1453,656
gL_050482,CWH43,false,670,458,520,383
gL_050483,CWH43,false,948,742,719,886
gL_050484,CWH43,false,447,512,574,515
gL_050485,CWH43,false,1106,996,919,994
gL_050486,CWH43,false,544,692,985,744
gL_050487,CWH43,false,411,553,441,435
gL_050488,FRG1,false,424,608,597,425
gL_050489,FRG1,false,515,520,323,394
gL_050490,FRG1,false,826,450,219,278
gL_050491,FRG1,false,1080,1123,381,329
gL_050492,FRG1,false,619,463,221,459
gL_050493,FRG1,false,1419,1272,1327,1086
gL_050494,CLNK,false,469,734,584,581
gL_050495,CLNK,false,899,829,1023,1186
gL_050496,CLNK,false,1047,622,539,1256
gL_050497,CLNK,false,711,563,547,712
gL_050498,CTSC,false,1382,1540,1705,1152
gL_050499,CTSC,false,1070,1123,637,691
gL_050500,CTSC,false,906,1148,1155,694
gL_050501,CTSC,false,558,1313,1686,808
gL_050502,CTSC,false,523,601,825,819
gL_050503,CTSC,false,1109,733,634,1405
gL_050509,TMEM109,false,1318,1249,997,1018
gL_050510,TMEM109,false,1114,996,897,1080
gL_050511,TMEM109,false,586,638,736,629
gL_050512,TMEM109,false,925,1048,867,823
gL_050513,TMEM109,false,917,883,530,562
gL_050515,GALNT18,false,913,715,926,1001
gL_050516,GALNT18,false,1241,1430,987,1003
gL_050517,GALNT18,false,987,756,985,1113
gL_050518,GALNT18,false,1026,833,611,869
gL_050519,GALNT18,false,1312,923,733,1241
gL_050520,DGAT2,false,1253,1098,1070,797
gL_050521,DGAT2,false,445,316,628,660
gL_050522,DGAT2,false,546,416,280,423
gL_050523,DGAT2,false,1220,777,777,1167
gL_050524,DGAT2,false,609,762,612,467
gL_050525,DGAT2,false,940,674,552,875
gL_050532,DDX11,false,418,418,261,382
gL_050533,DDX11,false,530,705,623,643
gL_050534,DDX11,false,647,561,744,930
gL_050535,DDX11,false,521,803,115,71
gL_050536,DDX11,false,1157,1476,685,590
gL_050537,DDX11,false,701,975,567,667
gL_050538,KITLG,false,854,997,638,508
gL_050539,KITLG,false,716,532,409,535
gL_050540,KITLG,false,200,271,333,252
gL_050541,KITLG,false,393,592,448,205
gL_050542,SART3,false,534,1190,72,57
gL_050543,SART3,false,630,1273,8,11
gL_050544,SART3,false,276,367,12,40
gL_050545,SART3,false,959,966,538,638
gL_050546,SART3,false,848,867,156,165
gL_050547,PRDM4,false,716,745,360,411
gL_050548,PRDM4,false,922,1203,433,300
gL_050549,PRDM4,false,957,1428,251,155
gL_050550,PRDM4,false,343,588,311,164
gL_050551,PRDM4,false,760,1432,273,228
gL_050552,PRDM4,false,858,883,1343,1113
gL_050559,SYT10,false,614,767,1283,734
gL_050560,SYT10,false,678,628,912,1018
gL_050561,SYT10,false,890,589,278,449
gL_050562,SYT10,false,851,710,569,494
gL_050563,SYT10,false,1478,1250,1572,1330
gL_050564,LTA4H,false,660,515,398,661
gL_050565,LTA4H,false,1180,911,876,948
gL_050566,LTA4H,false,848,929,1193,843
gL_050567,LTA4H,false,870,1024,1056,863
gL_050568,ELK3,false,711,690,709,660
gL_050569,ELK3,false,1919,1398,1432,2106
gL_050570,ELK3,false,663,776,1473,968
gL_050571,ELK3,false,1296,1350,1324,1381
gL_050572,ELK3,false,1514,1078,1069,1048
gL_050573,ELK3,false,515,677,636,601
gL_050574,ITFG2,false,818,667,791,828
gL_050575,ITFG2,false,1536,1063,760,1217
gL_050576,ITFG2,false,484,808,540,463
gL_050577,ITFG2,false,585,678,949,810
gL_050578,ITFG2,false,1033,969,1007,863
gL_050579,ITFG2,false,1051,956,742,890
gL_050581,MYL2,false,685,969,1225,755
gL_050582,MYL2,false,798,770,695,1034
gL_050583,MYL2,false,743,588,1006,1100
gL_050585,MYL2,false,584,532,583,760
gL_050586,SCNN1A,false,962,891,985,1244
gL_050587,SCNN1A,false,784,644,573,907
gL_050588,SCNN1A,false,740,973,1055,707
gL_050589,SCNN1A,false,933,1390,1593,1207
gL_050590,SCNN1A,false,718,988,656,660
gL_050591,LTBR,false,882,645,561,769
gL_050592,LTBR,false,794,393,555,843
gL_050593,LTBR,false,772,881,1050,655
gL_050594,LTBR,false,1869,919,832,1489
gL_050595,LTBR,false,998,780,894,1345
gL_050596,LTBR,false,383,697,610,507
gL_050597,NUP107,false,306,690,2,5
gL_050598,NUP107,false,581,442,178,531
gL_050599,NUP107,false,418,356,332,460
gL_050600,NUP107,false,1115,1022,497,474
gL_050601,NUP107,false,268,1177,1,5
gL_050602,NUP107,false,305,497,2,13
gL_050603,CHPT1,false,578,696,797,524
gL_050604,CHPT1,false,322,335,177,103
gL_050605,CHPT1,false,561,932,81,76
gL_050606,CHPT1,false,763,711,387,292
gL_050607,CHPT1,false,187,256,181,94
gL_050614,KLRB1,false,803,737,735,732
gL_050615,KLRB1,false,589,760,584,677
gL_050616,KLRB1,false,541,298,626,819
gL_050617,KLRB1,false,568,603,664,904
gL_050618,KLRB1,false,838,889,1115,764
gL_050619,GCLC,false,724,518,447,501
gL_050620,GCLC,false,1321,1424,1340,1081
gL_050621,GCLC,false,1263,1265,2003,928
gL_050622,GCLC,false,1198,987,1072,952
gL_050623,GCLC,false,822,1091,900,618
gL_050624,GCLC,false,745,609,756,564
gL_050625,FBXO5,false,570,1179,276,152
gL_050626,FBXO5,false,272,650,78,54
gL_050627,FBXO5,false,193,220,295,144
gL_050628,FBXO5,false,471,1086,67,19
gL_050629,FBXO5,false,652,745,678,878
gL_050630,FBXO5,false,291,649,56,25
gL_050631,MAPK14,false,465,401,357,468
gL_050632,MAPK14,false,599,538,656,705
gL_050633,MAPK14,false,224,211,80,180
gL_050634,MAPK14,false,1234,978,956,669
gL_050635,MAPK14,false,889,793,1174,1435
gL_050647,B3GAT2,false,1281,1370,1015,1063
gL_050648,B3GAT2,false,1232,905,629,1212
gL_050649,B3GAT2,false,776,759,617,685
gL_050650,B3GAT2,false,1078,1578,1497,1181
gL_050663,GUCA1B,false,1034,1176,1065,845
gL_050664,GUCA1B,false,456,459,569,449
gL_050665,GUCA1B,false,603,352,239,479
gL_050666,GUCA1B,false,962,918,560,766
gL_050668,GUCA1B,false,828,699,1027,1090
gL_050669,ISL1,false,683,591,576,740
gL_050670,ISL1,false,1279,1231,1514,1270
gL_050671,ISL1,false,886,830,802,785
gL_050672,ISL1,false,727,709,1109,1020
gL_050673,ISL1,false,570,620,1005,689
gL_050674,SPARC,false,822,748,567,826
gL_050675,SPARC,false,1196,1226,592,906
gL_050676,SPARC,false,1069,1218,1411,945
gL_050677,SPARC,false,780,744,1115,1024
gL_050678,SPARC,false,677,867,933,1055
gL_050690,IL12B,false,574,470,230,627
gL_050691,IL12B,false,718,633,532,518
gL_050692,IL12B,false,997,964,958,1032
gL_050693,IL12B,false,530,508,631,592
gL_050694,IL12B,false,1069,637,576,654
gL_050695,IL12B,false,1471,1619,1463,1233
gL_050696,IRX4,false,822,785,953,1118
gL_050698,IRX4,false,1277,973,664,981
gL_050699,IRX4,false,1199,1325,756,1097
gL_050700,IRX4,false,881,604,485,602
gL_050701,IRX4,false,818,960,1194,701
gL_050702,ST8SIA4,false,764,624,717,863
gL_050703,ST8SIA4,false,747,787,304,480
gL_050704,ST8SIA4,false,1551,1515,2004,1753
gL_050705,ST8SIA4,false,355,421,589,489
gL_050706,ST8SIA4,false,310,575,698,381
gL_050707,ST8SIA4,false,464,458,303,884
gL_050708,LTF,false,1018,1310,745,519
gL_050710,LTF,false,573,758,860,770
gL_050711,LTF,false,607,567,504,469
gL_050713,LTF,false,677,825,700,580
gL_050714,HES1,false,598,447,232,541
gL_050715,HES1,false,1282,1647,2209,1881
gL_050716,HES1,false,786,974,879,701
gL_050717,HES1,false,1275,1332,1621,1192
gL_050718,HES1,false,1508,1982,1500,1276
gL_050724,DDX1,false,881,897,624,371
gL_050725,DDX1,false,584,775,1008,503
gL_050726,DDX1,false,535,433,221,160
gL_050727,DDX1,false,732,564,742,455
gL_050728,DDX1,false,787,960,616,478
gL_050729,APOB,false,741,802,929,769
gL_050730,APOB,false,413,378,366,341
gL_050731,APOB,false,919,901,797,775
gL_050732,APOB,false,735,766,616,595
gL_050733,APOB,false,250,271,550,597
gL_050734,APOB,false,868,837,597,949
gL_050735,IGFBP5,false,851,1142,1040,834
gL_050736,IGFBP5,false,949,991,1095,974
gL_050737,IGFBP5,false,1622,1212,1212,1829
gL_050738,IGFBP5,false,1336,724,1177,1236
gL_050739,IGFBP5,false,160,185,163,226
gL_050740,ODC1,false,217,402,13,39
gL_050741,ODC1,false,176,727,2,2
gL_050742,ODC1,false,1009,1157,172,171
gL_050743,ODC1,false,363,413,545,450
gL_050744,PRKD3,false,770,718,734,817
gL_050745,PRKD3,false,611,673,512,431
gL_050746,PRKD3,false,347,283,258,203
gL_050747,PRKD3,false,751,772,712,722
gL_050748,PRKD3,false,1230,1292,636,541
gL_050749,PRKD3,false,1136,855,544,620
gL_050750,DLX2,false,1141,1218,1499,1142
gL_050751,DLX2,false,762,1113,1216,1078
